id	year	author	title	link
_kla002klac01_01.nederlab.folia.txt	ca. 1830	anoniem	klachtlied op het graf van napoleon, door 's keizers zoon	https://www.dbnl.org/titels/titel.php?id=_kla002klac01
leeu003lied01_01.nederlab.folia.txt	1911	aart van der leeuw	liederen en balladen	https://www.dbnl.org/titels/titel.php?id=leeu003lied01
_tij003188801_01.nederlab.folia.txt	1888	tijdschrift voor nederlandse taal- en letterkunde	tijdschrift voor nederlandse taal- en letterkunde. jaargang 8	https://www.dbnl.org/titels/titel.php?id=_tij003188801
hase001twee01_01.nederlab.folia.txt	1840	betsy hasebroek	twee vrouwen	https://www.dbnl.org/titels/titel.php?id=hase001twee01
_vad004vade02_01.nederlab.folia.txt	1858	c.p. serrure	vaderlandsch museum voor nederduitsche letterkunde, oudheid en geschiedenis. deel 2	https://www.dbnl.org/titels/titel.php?id=_vad004vade02
gerd001uitd03_01.nederlab.folia.txt	1879	eduard gerdes	uit de duinen. een verhaal uit den spaanschen tijd	https://www.dbnl.org/titels/titel.php?id=gerd001uitd03
_taa001taal06_01.nederlab.folia.txt	1864	taalgids, de	de taalgids. jaargang 6	https://www.dbnl.org/titels/titel.php?id=_taa001taal06
_wre001wred01_01.nederlab.folia.txt	ca. 1838	anoniem	wreede moord, gepleegd door sara geldhof	https://www.dbnl.org/titels/titel.php?id=_wre001wred01
_tij008190601_01.nederlab.folia.txt	1906	tijdspiegel, de	de tijdspiegel. jaargang 63	https://www.dbnl.org/titels/titel.php?id=_tij008190601
cons001gesc02_01.nederlab.folia.txt	ca. 1880	hendrik conscience	geschiedenis mijner jeugd	https://www.dbnl.org/titels/titel.php?id=cons001gesc02
_bel002189901_01.nederlab.folia.txt	1899	belfort, het	het belfort. jaargang 14	https://www.dbnl.org/titels/titel.php?id=_bel002189901
_lan012land01_01.nederlab.folia.txt	ca. 1860-1870	anoniem	landelijke tafereelen. deel 1	https://www.dbnl.org/titels/titel.php?id=_lan012land01
_die004190401_01.nederlab.folia.txt	1904	dietsche warande en belfort	dietsche warande en belfort. jaargang 1904	https://www.dbnl.org/titels/titel.php?id=_die004190401
lenn006onze01_01.nederlab.folia.txt	1838	jacob van lennep	onze voorouders in verschillende taferelen geschetst. deel 1. alwart. brinio	https://www.dbnl.org/titels/titel.php?id=lenn006onze01
_nut002nutv01_01.nederlab.folia.txt	ca. 1870-1880	anoniem	het nut van de dierenhuid	https://www.dbnl.org/titels/titel.php?id=_nut002nutv01
potg001jczi19_01.nederlab.folia.txt	1869	e.j. potgieter	de werken. deel 22. brieven aan cd. busken huet 1869	https://www.dbnl.org/titels/titel.php?id=potg001jczi19
busk001lide01_01.nederlab.folia.txt	1868	cd. busken huet	lidewyde	https://www.dbnl.org/titels/titel.php?id=busk001lide01
hals002verw01_01.nederlab.folia.txt	1900	j.d.f. van halsema	'in verwachting van de nieuwste mens: nederlandse literatoren rond 1900 over zuid-afrika'	https://www.dbnl.org/titels/titel.php?id=hals002verw01
beel004nede01_01.nederlab.folia.txt	1832	adriaan beeloo	nederland in gebed tot god; op den algemeenen bededag, den tweeden december 1832	https://www.dbnl.org/titels/titel.php?id=beel004nede01
brin017lett03_01.nederlab.folia.txt	1875	jan ten brink	letterkundige schetsen. deel 2	https://www.dbnl.org/titels/titel.php?id=brin017lett03
_tij003191401_01.nederlab.folia.txt	1914	tijdschrift voor nederlandse taal- en letterkunde	tijdschrift voor nederlandse taal- en letterkunde. jaargang 33	https://www.dbnl.org/titels/titel.php?id=_tij003191401
_nee003190901_01.nederlab.folia.txt	1909	neerlandia	neerlandia. jaargang 13	https://www.dbnl.org/titels/titel.php?id=_nee003190901
louw005best02_01.nederlab.folia.txt	1917	pieter louwerse	bestevaêr tromp, of hoe de vereenigde provinciën eene zeemogendheid werden 	https://www.dbnl.org/titels/titel.php?id=louw005best02
_alg008alge01_01.nederlab.folia.txt	1844	anoniem	algemeen wijsgeerig, geschiedkundig en biographisch woordenboek voor vrijmetselaren. deel 1	https://www.dbnl.org/titels/titel.php?id=_alg008alge01
_vad003180701_01.nederlab.folia.txt	1807	vaderlandsche letteroefeningen	vaderlandsche letteroefeningen. jaargang 1807	https://www.dbnl.org/titels/titel.php?id=_vad003180701
veth002jong01_01.nederlab.folia.txt	1912	cornelis veth	'jongensboeken'	https://www.dbnl.org/titels/titel.php?id=veth002jong01
lapi001goet01_01.nederlab.folia.txt	1893	frits lapidoth	goëtia	https://www.dbnl.org/titels/titel.php?id=lapi001goet01
list002wieg01_01.nederlab.folia.txt	1919	alfred listal	wiege-wiege-waaien!	https://www.dbnl.org/titels/titel.php?id=list002wieg01
_tij003189501_01.nederlab.folia.txt	1895	tijdschrift voor nederlandse taal- en letterkunde	tijdschrift voor nederlandse taal- en letterkunde. jaargang 14	https://www.dbnl.org/titels/titel.php?id=_tij003189501
